,price,price_adj,vol,amt,statu,f_cap,t_cap
20151021,31.8,160.94,224579.21,751268.136,-1.0,45060.4659,87173.272
20151022,32.98,166.91,138138.89,450476.904,-1.0,45060.4659,87173.272
20151023,33.61,170.1,143726.45,479704.9395,-1.0,45060.4659,87173.272
20151026,34.18,172.99,153917.58,525926.8435,-1.0,45060.4659,87173.272
20151027,34.38,174.0,152048.58,504010.2687,-1.0,45060.4659,87173.272
20151028,34.07,172.43,214883.03,761672.9836,-1.0,45060.4659,87173.272
20151029,33.81,171.11,128629.8,436167.2837,-1.0,45060.4659,87173.272
20151030,33.81,171.11,119052.51,401791.8695,-1.0,45060.4659,87173.272
20151102,33.28,168.43,113733.99,386519.8605,-1.0,45060.4659,87173.272
20151103,32.77,165.85,78138.13,258322.6698,-1.0,45060.4659,87173.272
20151104,35.0,177.14,182975.3,627373.8368,-1.0,45060.4659,87173.272
20151105,34.55,174.86,181629.72,636784.4303,-1.0,45060.4659,87173.272
20151106,38.01,192.37,288476.07,1052210.2891,-1.0,45060.4659,87173.272
20151109,39.32,199.0,330865.06,1289766.3698,-1.0,45060.4659,87173.272
20151110,38.73,196.01,196254.77,765959.5791,-1.0,45060.4659,87173.272
20151111,40.0,202.44,200735.2,794406.5874,-1.0,45060.4659,87173.272
20151112,38.58,195.25,203716.83,792567.7127,-1.0,45060.4659,87173.272
20151113,36.58,185.13,170185.45,630551.4237,-1.0,45060.4659,87173.272
20151116,37.74,191.0,117194.88,432645.9313,-1.0,45060.4659,87173.272
20151117,36.65,185.49,185081.36,698695.1522,-1.0,45060.4659,87173.272
20151118,36.13,182.85,92097.72,337779.0546,-1.0,45060.4659,87173.272
20151119,37.4,189.28,103060.19,380168.6628,-1.0,45060.4659,87173.272
20151120,37.59,190.24,140758.83,525939.49,-1.0,45060.4659,87173.272
20151123,37.06,187.56,131103.45,492313.9919,-1.0,45060.4659,87173.272
20151124,37.78,191.21,117428.22,434174.0364,-1.0,45060.4659,87173.272
20151125,40.0,202.44,270012.06,1065743.0301,-1.0,45060.4659,87173.272
20151126,38.38,194.24,184507.63,720485.4582,-1.0,45060.4659,87173.272
20151127,35.31,178.7,160163.08,589245.2067,-1.0,45060.4659,87173.272
20151130,34.72,175.72,134040.25,459058.9136,-1.0,45060.4659,87173.272
20151201,34.55,174.86,82461.36,286156.2053,-1.0,45060.4659,87173.272
20151202,34.19,173.04,88010.15,296448.9154,-1.0,45060.4659,87173.272
20151203,35.15,177.9,98358.23,342647.3347,-1.0,45060.4659,87173.272
20151204,34.58,175.01,92811.59,323342.4466,-1.0,45060.4659,87173.272
20151207,35.5,179.67,99538.48,351770.1207,-1.0,45060.4659,87173.272
20151208,34.5,174.61,88286.01,306586.9268,-1.0,45060.4659,87173.272
20151209,35.7,180.68,129160.82,454277.8059,-1.0,45060.4659,87173.272
20151210,37.45,189.54,228112.12,849397.3124,-1.0,45060.4659,87173.272
20151211,36.39,184.17,133680.45,490878.7217,-1.0,45060.4659,87173.272
20151214,37.24,188.47,108343.11,398951.659,-1.0,45060.4659,87173.272
20151215,38.4,194.34,153614.28,584258.9425,-1.0,45060.4659,87173.272
20151216,37.52,189.89,128084.89,484342.1201,-1.0,45060.4659,87173.272
20151217,38.05,192.57,131046.68,497300.5814,-1.0,45060.4659,87173.272
20151218,36.81,186.3,134274.3,503105.5091,-1.0,45060.4659,87173.272
20151221,36.42,184.32,104716.87,380902.6557,-1.0,45060.4659,87173.272
20151222,37.05,187.51,100893.14,371048.8287,-1.0,45060.4659,87173.272
20151223,36.24,183.41,86769.07,315726.6211,-1.0,45060.4659,87173.272
20151224,36.32,183.82,60281.66,216203.2481,-1.0,45060.4659,87173.272
20151225,36.33,183.87,60630.44,221401.9744,-1.0,45060.4659,87173.272
20151228,36.45,184.47,123210.38,454827.8345,-1.0,45060.4659,87173.272
20151229,38.09,192.77,158263.95,584957.3019,-1.0,45060.4659,87173.272
20151230,38.29,193.79,138825.88,528022.7437,-1.0,45060.4659,87173.272
20151231,37.0,187.26,119629.59,455218.1782,-1.0,45060.4661,87173.272
20160104,33.3,168.53,112230.67,387741.3295,-1.0,45060.4661,87173.272
20160105,31.19,157.85,119671.44,374776.6833,-1.0,45060.4661,87173.272
20160106,31.79,160.89,76108.38,239538.6461,-1.0,45060.4661,87173.272
20160107,28.61,144.8,24620.0,72284.3148,-1.0,45060.4661,87173.272
20160108,28.6,144.75,80730.38,230158.3077,-1.0,45060.4661,87173.272
20160111,25.74,130.27,79001.85,211580.2555,-1.0,45060.4661,87173.272
20160112,26.24,132.8,73676.58,191776.2694,-1.0,45060.4661,87173.272
20160113,24.42,123.59,62564.63,161054.2168,-1.0,45060.4661,87173.272
20160114,26.01,131.64,75195.2,187885.4419,-1.0,45060.4661,87173.272
20160115,24.62,124.6,64845.33,163428.4353,-1.0,45060.4661,87173.272
20160118,25.56,129.36,63630.12,161146.126,-1.0,45060.4661,87173.272
20160119,26.59,134.57,73624.41,191888.0436,-1.0,45060.4661,87173.272
20160120,26.36,133.41,64939.49,170904.1029,-1.0,45060.4661,87173.272
20160121,26.18,132.5,93034.67,249095.2188,-1.0,45060.4661,87173.272
20160122,26.45,133.86,57033.76,149473.2051,-1.0,45060.4661,87173.272
20160125,26.55,134.37,42865.26,114428.7441,-1.0,45060.4661,87173.272
20160126,23.9,120.96,60371.19,151449.568,-1.0,45084.0499,87173.272
20160127,23.53,119.09,60119.38,138493.4222,-1.0,45084.0499,95523.272
20160128,22.68,114.78,49570.34,116107.6474,-1.0,45084.0499,95523.272
20160129,24.4,123.49,62201.75,148425.3219,-1.0,45084.0499,95523.272
20160201,24.18,122.38,46978.56,113391.7128,-1.0,45084.0499,95523.272
20160202,25.3,128.04,56617.86,142571.9119,-1.0,45084.0499,95523.272
20160203,25.31,128.09,46319.1,115688.0659,-1.0,45084.0499,95523.272
20160204,25.61,129.61,47882.17,123120.814,-1.0,45084.0499,95523.272
20160205,25.34,128.25,35152.26,89929.8166,-1.0,45084.0499,95523.272
20160215,24.96,126.32,35884.84,88563.4585,-1.0,45084.0499,95523.272
20160216,26.29,133.05,58135.56,151695.5458,-1.0,45084.0499,95523.272
20160217,26.49,134.07,69795.13,182593.3255,-1.0,45084.0499,95523.272
20160218,26.69,135.08,80426.51,215828.0689,-1.0,45084.0499,95523.272
20160219,26.87,135.99,58455.84,156052.2705,-1.0,45084.0499,95523.272
20160222,27.15,137.41,60042.62,162533.1774,-1.0,45084.0499,95523.272
20160223,26.62,134.72,57333.11,153046.6844,-1.0,45084.0499,95523.272
20160224,26.56,134.42,51382.17,135767.4567,-1.0,45084.0499,95523.272
20160225,23.9,120.96,71162.51,177455.0112,-1.0,45084.0499,95523.272
20160226,24.2,122.48,59655.68,144572.8926,-1.0,45084.0499,95523.272
20160229,23.55,119.19,64542.93,151471.9121,-1.0,45084.0499,95523.272
20160301,24.8,125.51,58163.03,139954.6002,-1.0,45084.0499,95523.272
20160302,26.9,136.14,114973.33,302285.6622,-1.0,45084.0499,95523.272
20160303,26.73,135.28,119353.59,322715.3481,-1.0,45084.0499,95523.272
20160304,24.58,124.4,232176.28,586333.6281,-1.0,45084.0499,95523.272
20160307,24.71,125.06,138139.23,342388.5614,-1.0,45084.0499,95523.272
20160308,23.82,120.55,138894.71,324499.0807,-1.0,45084.0499,95523.272
20160309,23.33,118.07,81253.15,188903.4513,-1.0,45084.0499,95523.272
20160310,23.05,116.66,59059.23,137539.9891,-1.0,45084.0499,95523.272
