,price,price_adj,vol,amt,statu,f_cap,t_cap
20071212,35.05,35.05,91538.07,297023.7807,1.0,,
20071213,34.5,34.5,64208.06,222601.0978,-1.0,,
20071214,32.38,32.38,28125.48,92172.1254,-1.0,,
20071217,32.3,32.3,20392.59,65674.5575,-1.0,,
20071218,29.43,29.43,17951.01,55134.2505,-1.0,,
20071219,30.1,30.1,13852.48,41498.3806,-1.0,,
20071220,30.73,30.73,8485.32,25971.1173,-1.0,,
20071221,32.1,32.1,11326.75,35462.4358,-1.0,,
20071224,32.01,32.01,17281.65,56037.8502,-1.0,,
20071225,33.35,33.35,16222.67,52905.1417,-1.0,,
20071226,33.65,33.65,11939.49,39929.3388,-1.0,,
20071227,33.78,33.78,14679.48,50187.3228,-1.0,,
20071228,32.86,32.86,9831.6,32429.7278,-1.0,,
20080102,33.01,33.01,8224.02,27053.8786,-1.0,,
20080103,33.31,33.31,11103.18,36871.7203,-1.0,,
20080104,32.76,32.76,9030.1,29512.5767,-1.0,,
20080107,32.26,32.26,10061.99,32167.1863,-1.0,,
20080108,31.96,31.96,7027.88,22470.7461,-1.0,,
20080109,34.55,34.55,17236.1,57595.6831,-1.0,,
20080110,33.8,33.8,11627.94,39543.8165,-1.0,,
20080111,33.98,33.98,8951.8,30497.1832,-1.0,,
20080114,34.5,34.5,11081.11,38616.02,-1.0,,
20080115,34.61,34.61,9293.01,31956.0862,-1.0,,
20080116,33.61,33.61,7864.58,26727.5467,-1.0,,
20080117,35.36,35.36,15447.52,53347.1244,-1.0,,
20080118,36.26,36.26,21306.34,77511.896,-1.0,,
20080121,33.49,33.49,10761.55,37759.6747,-1.0,,
20080122,30.14,30.14,9359.86,29155.0629,-1.0,,
20080123,30.89,30.89,11056.74,33429.1195,-1.0,,
20080124,31.6,31.6,9026.35,27934.9489,-1.0,,
20080125,30.6,30.6,5822.53,18056.4622,-1.0,,
20080128,27.54,27.54,7256.73,20607.2166,-1.0,,
20080129,27.69,27.69,3201.6,8887.6229,-1.0,,
20080130,28.35,28.35,3432.41,9658.9614,-1.0,,
20080131,28.33,28.33,4633.51,13304.3146,-1.0,,
20080201,26.44,26.44,4353.74,11641.5314,-1.0,,
20080204,28.8,28.8,5236.58,14578.6402,-1.0,,
20080205,28.86,28.86,3683.05,10523.925,-1.0,,
20080213,28.25,28.25,2154.89,6133.3746,-1.0,,
20080214,29.0,29.0,2127.55,6136.5978,-1.0,,
20080215,28.58,28.58,1507.43,4298.75,-1.0,,
20080218,29.5,29.5,2900.53,8496.5853,-1.0,,
20080219,29.78,29.78,2365.08,7008.6541,-1.0,,
20080220,29.08,29.08,3834.85,11372.7713,-1.0,,
20080221,29.1,29.1,2393.37,6911.7253,-1.0,,
20080222,28.02,28.02,3419.5,9641.2967,-1.0,,
20080225,26.7,26.7,2981.4,8095.1802,-1.0,,
20080226,27.8,27.8,2928.84,8017.4257,-1.0,,
20080227,28.8,28.8,4523.33,12939.8831,-1.0,,
20080228,28.8,28.8,3057.5,8818.6247,-1.0,,
20080229,29.39,29.39,2352.02,6835.7991,-1.0,,
20080303,29.98,29.98,3538.03,10549.9603,-1.0,,
20080304,29.2,29.2,4132.74,12167.1272,-1.0,,
20080305,28.61,28.61,2241.42,6419.8027,-1.0,,
20080306,29.06,29.06,3019.8,8840.4665,-1.0,,
20080307,28.12,28.12,2112.17,5995.2466,-1.0,,
20080310,27.55,27.55,2243.49,6197.8123,-1.0,,
20080311,27.8,27.8,1833.74,5052.0943,-1.0,,
20080312,26.3,26.3,19118.89,51694.1976,-1.0,1450.0,5740.0
20080313,25.03,25.03,8120.06,20575.882,-1.0,1450.0,5740.0
20080314,25.21,25.21,3146.71,7908.6964,-1.0,1450.0,5740.0
20080317,23.57,23.57,3588.34,8719.6422,-1.0,1450.0,5740.0
20080318,22.0,22.0,4911.24,11188.1951,-1.0,1450.0,5740.0
20080319,22.8,22.8,3996.83,9067.4401,-1.0,1450.0,5740.0
20080320,23.68,23.68,5239.79,11838.9066,-1.0,1450.0,5740.0
20080321,23.68,23.68,0.0,0.0,0.0,1450.0,5740.0
20080324,23.3,23.3,3001.53,7136.1826,-1.0,1450.0,5740.0
20080325,23.62,23.62,3162.61,7448.8882,-1.0,1450.0,5740.0
20080326,24.15,24.15,4075.5,9946.0235,-1.0,1450.0,5740.0
20080327,23.07,23.07,3346.8,7876.0901,-1.0,1450.0,5740.0
20080328,23.55,23.55,3006.06,6948.0984,-1.0,1450.0,5740.0
20080331,22.66,22.66,2683.41,6145.2167,-1.0,1450.0,5740.0
20080401,20.7,20.7,3397.32,7291.2695,-1.0,1450.0,5740.0
20080402,18.96,18.96,3998.98,7872.28,-1.0,1450.0,5740.0
20080403,19.85,19.85,2671.96,5143.1402,-1.0,1450.0,5740.0
20080407,21.33,21.33,4594.23,9633.6088,-1.0,1450.0,5740.0
20080408,21.55,21.55,3620.47,7770.7398,-1.0,1450.0,5740.0
20080409,20.2,20.2,2869.09,6014.6658,-1.0,1450.0,5740.0
20080410,20.67,20.67,2048.49,4148.0902,-1.0,1450.0,5740.0
20080411,21.25,21.25,2129.19,4488.8229,-1.0,1450.0,5740.0
20080414,19.75,19.75,2779.43,5578.4654,-1.0,1450.0,5740.0
20080415,20.33,20.33,2140.39,4248.3704,-1.0,1450.0,5740.0
20080416,19.71,19.71,1939.2,3886.5978,-1.0,1450.0,5740.0
20080417,18.9,18.9,2426.9,4702.293,-1.0,1450.0,5740.0
20080418,18.19,18.19,2177.26,4015.7586,-1.0,1450.0,5740.0
20080421,18.31,18.31,2795.12,5243.8911,-1.0,1450.0,5740.0
20080422,18.1,18.1,2726.81,4801.0656,-1.0,1450.0,5740.0
20080423,18.75,18.75,2433.65,4472.7043,-1.0,1450.0,5740.0
20080424,20.6,20.6,10351.61,20986.7706,-1.0,1450.0,5740.0
20080425,20.54,20.54,7373.08,15189.7779,-1.0,1450.0,5740.0
20080428,20.1,20.1,3525.69,7107.2502,-1.0,1450.0,5740.0
20080429,20.35,20.35,2616.59,5320.3382,-1.0,1450.0,5740.0
20080430,21.6,21.6,6763.06,14323.1952,-1.0,1450.0,5740.0
20080505,22.41,22.41,5648.04,12358.2144,-1.0,1450.0,5740.0
20080506,21.88,21.88,4490.17,9879.6196,-1.0,1450.0,5740.0
20080507,20.53,20.53,5438.69,11604.8973,-1.0,1450.0,5740.0
20080508,21.69,21.69,6194.42,13083.458,-1.0,1450.0,5740.0
20080509,21.38,21.38,5641.26,12111.4954,-1.0,1450.0,5740.0
20080512,21.38,21.38,0.0,0.0,0.0,1450.0,5740.0
20080513,22.1,22.1,7024.89,15336.5814,-1.0,1450.0,5740.0
20080514,22.56,22.56,6019.7,13516.4444,-1.0,1450.0,5740.0
20080515,22.07,22.07,5485.81,12273.9274,-1.0,1450.0,5740.0
20080516,21.9,21.9,3980.16,8707.0098,-1.0,1450.0,5740.0
20080519,23.12,23.12,8120.31,18489.382,-1.0,1450.0,5740.0
20080520,22.0,22.0,8760.23,20031.5237,-1.0,1450.0,5740.0
20080521,22.39,22.39,6043.42,13097.06,-1.0,1450.0,5740.0
20080522,22.19,22.19,4362.32,9706.5241,-1.0,1450.0,5740.0
20080523,21.4,21.4,4439.62,9581.9057,-1.0,1450.0,5740.0
20080526,15.7,20.51,4674.43,7353.9776,4.0,1885.0,7462.0
20080527,15.73,20.55,1968.8,3073.5354,-1.0,1885.0,7462.0
20080528,15.9,20.77,2879.15,4522.7485,-1.0,1885.0,7462.0
20080529,15.06,19.68,2457.0,3803.796,-1.0,1885.0,7462.0
20080530,15.77,20.6,7615.34,12254.1761,-1.0,1885.0,7462.0
20080602,15.56,20.33,3017.0,4683.5724,-1.0,1885.0,7462.0
20080603,15.93,20.81,3677.86,5879.6321,-1.0,1885.0,7462.0
20080604,15.83,20.68,1691.74,2664.6764,-1.0,1885.0,7462.0
20080605,16.22,21.19,2465.18,3960.6597,-1.0,1885.0,7462.0
20080606,16.7,21.82,8400.69,14185.7735,-1.0,1885.0,7462.0
20080610,15.03,19.64,5565.59,8602.9617,-1.0,1885.0,7462.0
20080611,15.16,19.81,3200.01,4818.9306,-1.0,1885.0,7462.0
20080612,15.03,19.64,2695.13,4019.2526,-1.0,1885.0,7462.0
20080613,15.45,20.18,9043.87,14147.0623,-1.0,1885.0,7462.0
20080616,16.2,21.16,6596.23,10008.5587,-1.0,1885.0,7462.0
20080617,17.27,22.56,31978.14,54622.9594,-1.0,1885.0,7462.0
20080618,17.3,22.6,22600.46,38684.337,-1.0,1885.0,7462.0
20080619,15.57,20.34,12580.35,20803.2387,-1.0,1885.0,7462.0
20080620,14.79,19.32,13645.57,20579.1663,-1.0,1885.0,7462.0
20080623,13.32,17.4,10043.13,13963.0476,-1.0,1885.0,7462.0
20080624,13.46,17.59,6017.69,7991.8694,-1.0,1885.0,7462.0
20080625,13.9,18.16,5693.62,7879.7077,-1.0,1885.0,7462.0
20080626,14.34,18.73,5421.92,7667.4776,-1.0,1885.0,7462.0
20080627,13.12,17.14,5665.15,7615.0159,-1.0,1885.0,7462.0
20080630,13.68,17.87,4805.77,6481.848,-1.0,1508.0,7462.0
20080701,13.56,17.72,1926.21,2622.0864,-1.0,1508.0,7462.0
20080702,13.66,17.85,2129.75,2932.9502,-1.0,1508.0,7462.0
20080703,14.31,18.7,4635.31,6502.6675,-1.0,1508.0,7462.0
20080704,14.74,19.26,8340.67,12359.2182,-1.0,1508.0,7462.0
20080707,15.12,19.75,6511.43,9758.1201,-1.0,1508.0,7462.0
20080708,15.15,19.79,4287.52,6446.2577,-1.0,1508.0,7462.0
20080709,15.45,20.18,6285.15,9649.3719,-1.0,1508.0,7462.0
20080710,15.16,19.81,4317.22,6647.4338,-1.0,1508.0,7462.0
20080711,14.92,19.49,4531.37,6752.2235,-1.0,1508.0,7462.0
20080714,14.92,19.49,3233.15,4798.6787,-1.0,1508.0,7462.0
20080715,14.55,19.01,3239.54,4869.0322,-1.0,1508.0,7462.0
20080716,13.88,18.13,3654.13,5173.6457,-1.0,1508.0,7462.0
20080717,13.9,18.16,3494.6,4898.2715,-1.0,1508.0,7462.0
20080718,14.3,18.68,2830.79,3949.8981,-1.0,1508.0,7462.0
20080721,15.1,19.73,5430.86,8056.1605,-1.0,1508.0,7462.0
20080722,15.0,19.6,3400.0,5132.6077,-1.0,1508.0,7462.0
20080723,14.85,19.4,3461.79,5172.9147,-1.0,1508.0,7462.0
20080724,15.06,19.68,3318.24,4991.8475,-1.0,1508.0,7462.0
20080725,15.26,19.94,6452.59,9939.8838,-1.0,1508.0,7462.0
20080728,15.36,20.07,4071.19,6236.6885,-1.0,1508.0,7462.0
20080729,14.99,19.58,2766.37,4150.7234,-1.0,1508.0,7462.0
20080730,14.85,19.4,2325.74,3479.5285,-1.0,1508.0,7462.0
20080731,14.41,18.83,2740.7,3998.934,-1.0,1508.0,7462.0
20080801,14.5,18.94,2167.42,3105.3586,-1.0,1508.0,7462.0
20080804,14.25,18.62,1880.9,2677.9362,-1.0,1508.0,7462.0
20080805,14.0,18.29,1695.35,2387.8257,-1.0,1508.0,7462.0
20080806,13.92,18.19,1497.73,2103.2518,-1.0,1508.0,7462.0
20080807,13.94,18.21,2214.1,3066.6235,-1.0,1508.0,7462.0
20080808,12.81,16.74,2323.8,3094.471,-1.0,1508.0,7462.0
20080811,12.01,15.69,4103.87,5011.0845,-1.0,1508.0,7462.0
20080812,12.0,15.68,1812.72,2182.9902,-1.0,1508.0,7462.0
20080813,12.39,16.19,3051.68,3677.6889,-1.0,1508.0,7462.0
20080814,12.25,16.0,660.91,810.9511,-1.0,1508.0,7462.0
20080815,12.13,15.85,925.25,1135.0462,-1.0,1508.0,7462.0
20080818,11.59,15.14,2433.2,2924.1806,-1.0,1508.0,7462.0
20080819,11.8,15.42,1336.62,1570.0336,-1.0,1508.0,7462.0
20080820,12.72,16.62,3494.68,4360.3029,-1.0,1508.0,7462.0
20080821,12.1,15.81,2439.8,3004.1942,-1.0,1508.0,7462.0
20080822,11.95,15.61,1091.73,1308.8121,-1.0,1508.0,7462.0
20080825,11.98,15.65,1147.99,1387.729,-1.0,1508.0,7462.0
20080826,11.26,14.71,1396.99,1610.8098,-1.0,1508.0,7462.0
20080827,11.64,15.21,3015.21,3450.0063,-1.0,1508.0,7462.0
20080828,11.36,14.84,966.4,1102.2293,-1.0,1508.0,7462.0
20080829,11.67,15.25,1226.62,1415.158,-1.0,1508.0,7462.0
20080901,11.33,14.8,953.21,1081.998,-1.0,1508.0,7462.0
20080902,11.39,14.88,371.59,421.3087,-1.0,1508.0,7462.0
20080903,11.3,14.76,846.36,950.8105,-1.0,1508.0,7462.0
20080904,11.49,15.01,1514.7,1729.449,-1.0,1508.0,7462.0
20080905,11.0,14.37,1468.01,1627.9406,-1.0,1508.0,7462.0
20080908,10.07,13.16,1544.3,1603.957,-1.0,1508.0,7462.0
20080909,10.17,13.29,880.4,887.0873,-1.0,1508.0,7462.0
20080910,10.38,13.56,1382.3,1423.0287,-1.0,1508.0,7462.0
20080911,9.97,13.03,1860.31,1866.2989,-1.0,1508.0,7462.0
20080912,10.26,13.4,2061.66,2087.4213,-1.0,1508.0,7462.0
20080916,9.96,13.01,2039.4,2062.5533,-1.0,1508.0,7462.0
20080917,9.55,12.48,1315.5,1289.6761,-1.0,1508.0,7462.0
20080918,9.17,11.98,1634.69,1475.1987,-1.0,1508.0,7462.0
20080919,10.09,13.18,2786.64,2799.8659,-1.0,1508.0,7462.0
20080922,10.39,13.57,4400.89,4644.1054,-1.0,1508.0,7462.0
20080923,9.71,12.69,2044.13,2016.147,-1.0,1508.0,7462.0
20080924,9.8,12.8,1936.49,1860.4983,-1.0,1508.0,7462.0
20080925,9.97,13.03,3404.7,3377.0035,-1.0,1508.0,7462.0
20080926,9.95,13.0,1627.91,1617.1089,-1.0,1508.0,7462.0
20081006,9.35,12.22,1238.45,1179.699,-1.0,1508.0,7462.0
20081007,9.31,12.16,1357.59,1254.3522,-1.0,1508.0,7462.0
20081008,9.2,12.02,875.23,798.0298,-1.0,1508.0,7462.0
20081009,9.11,11.9,648.35,596.0466,-1.0,1508.0,7462.0
20081010,8.52,11.13,2266.55,1954.6938,-1.0,1508.0,7462.0
20081013,8.5,11.11,972.82,809.0745,-1.0,1508.0,7462.0
20081014,8.35,10.91,915.76,788.3156,-1.0,1508.0,7462.0
20081015,8.3,10.84,695.24,577.2131,-1.0,1508.0,7462.0
20081016,7.5,9.8,1639.05,1272.0232,-1.0,1508.0,7462.0
20081017,8.25,10.78,4870.86,3960.5954,-1.0,1508.0,7462.0
20081020,8.7,11.37,9376.88,8082.5734,-1.0,1508.0,7462.0
20081021,8.56,11.18,6912.35,5978.9778,-1.0,1508.0,7462.0
20081022,8.09,10.57,3101.19,2592.2627,-1.0,1508.0,7462.0
20081023,8.27,10.8,1786.86,1423.7317,-1.0,1508.0,7462.0
20081024,7.99,10.44,1935.52,1554.2594,-1.0,1508.0,7462.0
20081027,7.2,9.41,2745.34,2048.0456,-1.0,1508.0,7462.0
20081028,7.41,9.68,2477.15,1798.2427,-1.0,1508.0,7462.0
20081029,7.35,9.6,1446.38,1070.2943,-1.0,1508.0,7462.0
20081030,7.39,9.65,1852.19,1377.8287,-1.0,1508.0,7462.0
20081031,7.3,9.54,836.5,612.4399,-1.0,1508.0,7462.0
20081103,7.3,9.54,1201.41,879.4926,-1.0,1508.0,7462.0
20081104,7.57,9.89,3876.92,2990.7568,-1.0,1508.0,7462.0
20081105,7.77,10.15,3890.9,2998.4821,-1.0,1508.0,7462.0
20081106,7.56,9.88,1464.23,1109.8615,-1.0,1508.0,7462.0
20081107,7.72,10.09,2373.2,1809.5498,-1.0,1508.0,7462.0
20081110,8.19,10.7,4557.07,3663.1601,-1.0,1508.0,7462.0
20081111,9.01,11.77,15186.91,13487.435,-1.0,1508.0,7462.0
20081112,9.1,11.89,19050.9,17538.9069,-1.0,1508.0,7462.0
20081113,9.38,12.25,11290.59,10581.2692,-1.0,1508.0,7462.0
20081114,9.95,13.0,15298.22,15062.7455,-1.0,1508.0,7462.0
20081117,10.52,13.74,10791.72,10977.7514,-1.0,1508.0,7462.0
20081118,9.9,12.93,12770.36,12966.9974,-1.0,1508.0,7462.0
20081119,10.42,13.61,12603.12,13078.2186,-1.0,1508.0,7462.0
20081120,9.99,13.05,7890.08,8002.8964,-1.0,1508.0,7462.0
20081121,10.4,13.59,16451.26,16940.0342,-1.0,1508.0,7462.0
20081124,9.81,12.82,5506.75,5596.423,-1.0,1508.0,7462.0
20081125,9.11,11.9,11539.14,10710.8893,-1.0,1508.0,7462.0
20081126,9.08,11.86,3449.21,3139.0028,-1.0,1508.0,7462.0
20081127,9.16,11.97,8551.1,8009.9433,-1.0,1508.0,7462.0
20081128,8.96,11.71,3450.31,3141.5393,-1.0,1508.0,7462.0
20081201,9.46,12.36,10571.27,9618.1197,-1.0,1508.0,7462.0
20081202,9.77,12.76,11469.49,11091.303,-1.0,1508.0,7462.0
20081203,10.29,13.44,10905.12,11160.5702,-1.0,1508.0,7462.0
20081204,10.07,13.16,13859.36,14417.9513,-1.0,1508.0,7462.0
20081205,10.58,13.82,10702.44,11078.3276,-1.0,1508.0,7462.0
20081208,11.27,14.72,19557.83,21645.0425,-1.0,1508.0,7462.0
20081209,10.61,13.86,14565.36,15762.8076,-1.0,1508.0,7462.0
20081210,10.88,14.21,12433.97,13152.027,-1.0,1508.0,7462.0
20081211,10.3,13.46,10843.85,11536.6362,-1.0,1508.0,7462.0
20081212,9.89,12.92,9001.71,9104.0035,-1.0,3223.48,7462.0
20081215,10.15,13.26,5809.68,5866.6148,-1.0,3223.48,7462.0
20081216,10.49,13.7,8861.36,9218.1584,-1.0,3223.48,7462.0
20081217,10.87,14.2,12669.0,13543.0351,-1.0,3223.48,7462.0
20081218,10.95,14.31,9807.99,10596.5319,-1.0,3223.48,7462.0
20081219,11.18,14.61,15381.92,17303.8708,-1.0,3223.48,7462.0
20081222,11.86,15.49,18378.33,21188.8757,-1.0,3223.48,7462.0
20081223,10.76,14.06,15338.62,17049.5855,-1.0,3223.48,7462.0
20081224,10.11,13.21,8467.35,8726.7928,-1.0,3223.48,7462.0
20081225,10.45,13.65,7068.59,7290.7058,-1.0,3223.48,7462.0
20081226,10.67,13.94,10667.55,11527.2099,-1.0,3223.48,7462.0
20081229,10.71,13.99,8114.42,8531.1606,-1.0,3223.48,7462.0
20081230,11.12,14.53,12863.9,14259.9602,-1.0,3223.48,7462.0
20081231,11.1,14.5,10771.59,12063.9661,-1.0,3223.48,7462.0
20090105,11.59,15.14,11706.5,13344.9431,-1.0,3223.48,7462.0
20090106,11.75,15.35,11332.97,13056.2721,-1.0,3223.48,7462.0
20090107,11.48,15.0,8745.95,10166.8978,-1.0,3223.48,7462.0
20090108,11.31,14.78,6952.08,7812.2045,-1.0,3223.48,7462.0
20090109,11.97,15.64,14225.12,16879.5957,-1.0,3223.48,7462.0
20090112,12.1,15.81,14867.99,18245.3956,-1.0,3223.48,7462.0
20090113,11.4,14.89,9997.13,11656.182,-1.0,3223.48,7462.0
20090114,11.87,15.51,7822.87,9142.7932,-1.0,3223.48,7462.0
20090115,11.76,15.36,6755.88,7954.0182,-1.0,3223.48,7462.0
20090116,11.69,15.27,7908.73,9450.9531,-1.0,3223.48,7462.0
20090119,11.59,15.14,6455.48,7484.0283,-1.0,3223.48,7462.0
20090120,11.76,15.36,4397.98,5113.4118,-1.0,3223.48,7462.0
20090121,11.7,15.29,4179.73,4926.6408,-1.0,3223.48,7462.0
20090122,12.11,15.82,7373.14,8857.0317,-1.0,3223.48,7462.0
20090123,11.97,15.64,4986.25,5943.9326,-1.0,3223.48,7462.0
20090202,12.05,15.74,4711.31,5634.2875,-1.0,3223.48,7462.0
20090203,12.46,16.28,13108.28,16246.1773,-1.0,3223.48,7462.0
20090204,12.47,16.29,8737.06,10847.4458,-1.0,3223.48,7462.0
20090205,12.39,16.19,14223.28,17837.3693,-1.0,3223.48,7462.0
20090206,12.79,16.71,10714.13,13622.8631,-1.0,3223.48,7462.0
20090209,13.3,17.38,15687.16,20284.0757,-1.0,3223.48,7462.0
20090210,13.25,17.31,17128.79,22332.7025,-1.0,3223.48,7462.0
20090211,12.89,16.84,18224.32,23750.6955,-1.0,3223.48,7462.0
20090212,13.1,17.11,14214.09,18298.0611,-1.0,3223.48,7462.0
20090213,13.8,18.03,22232.06,30434.1676,-1.0,3223.48,7462.0
20090216,13.81,18.04,16205.08,22002.3618,-1.0,3223.48,7462.0
20090217,13.18,17.22,13937.09,18809.6691,-1.0,3223.48,7462.0
20090218,12.59,16.45,9995.01,12848.6316,-1.0,3223.48,7462.0
20090219,13.06,17.06,20296.36,26751.1202,-1.0,3223.48,7462.0
20090220,13.3,17.38,12957.49,17020.8378,-1.0,3223.48,7462.0
20090223,13.67,17.86,12726.86,17190.8895,-1.0,3223.48,7462.0
20090224,12.72,16.62,16448.78,21655.4693,-1.0,3223.48,7462.0
20090225,13.04,17.04,10188.17,13202.6827,-1.0,3223.48,7462.0
20090226,11.98,15.65,13629.83,17396.4242,-1.0,3223.48,7462.0
20090227,11.02,14.4,10641.02,12103.9757,-1.0,3223.48,7462.0
20090302,11.26,14.71,6749.35,7470.7722,-1.0,3223.48,7462.0
20090303,11.26,14.71,5094.1,5672.0639,-1.0,3223.48,7462.0
20090304,11.89,15.53,8856.65,10364.5844,-1.0,3223.48,7462.0
20090305,12.11,15.82,11441.87,13802.931,-1.0,3223.48,7462.0
20090306,12.24,15.99,7302.87,8910.5494,-1.0,3223.48,7462.0
20090309,11.7,15.29,6831.12,8155.3006,-1.0,3223.48,7462.0
20090310,11.97,15.64,3784.28,4439.7516,-1.0,3223.48,7462.0
20090311,12.08,15.78,6967.09,8512.093,-1.0,3223.48,7462.0
20090312,11.86,15.49,5954.84,6971.8421,-1.0,3223.48,7462.0
20090313,12.02,15.7,4680.13,5603.751,-1.0,3223.48,7462.0
20090316,12.38,16.17,8730.33,10663.4596,-1.0,3223.48,7462.0
20090317,12.74,16.64,9217.62,11554.8232,-1.0,3223.48,7462.0
20090318,12.62,16.49,10735.89,13734.5272,-1.0,3223.48,7462.0
20090319,12.8,16.72,6541.66,8353.2603,-1.0,3223.48,7462.0
20090320,12.7,16.59,7698.54,9726.5619,-1.0,3223.48,7462.0
20090323,13.0,16.98,10995.63,14155.5669,-1.0,3223.48,7462.0
20090324,13.0,16.98,8443.69,10982.6864,-1.0,3223.48,7462.0
20090325,12.69,16.58,7459.78,9611.9962,-1.0,3223.48,7462.0
20090326,13.0,16.98,8992.89,11626.1963,-1.0,3223.48,7462.0
20090327,13.0,16.98,11730.42,15264.1455,-1.0,3223.48,7462.0
20090330,13.21,17.26,9713.15,12863.7804,-1.0,3223.48,7462.0
20090331,13.3,17.38,9837.6,12796.0483,-1.0,3223.48,7462.0
20090401,13.68,17.87,16825.43,22978.1649,-1.0,3223.48,7462.0
20090402,15.05,19.66,16874.12,24763.3663,-1.0,3223.48,7462.0
20090403,16.56,21.64,66434.03,108170.7912,-1.0,3223.48,7462.0
20090407,18.22,23.8,58209.8,101828.9276,-1.0,3223.48,7462.0
20090408,18.4,24.04,66743.34,129243.6412,-1.0,3223.48,7462.0
20090409,19.14,25.01,48930.79,92370.0633,-1.0,3223.48,7462.0
20090410,20.1,26.26,60187.97,115409.9024,-1.0,3223.48,7462.0
20090413,20.1,26.26,52699.85,106568.5783,-1.0,3223.48,7462.0
20090414,20.69,27.03,54767.53,111229.7794,-1.0,3223.48,7462.0
20090415,21.84,28.53,55481.21,120119.0665,-1.0,3223.48,7462.0
20090416,20.59,26.9,41458.63,87155.8983,-1.0,3223.48,7462.0
20090417,19.4,25.35,29595.44,58173.0665,-1.0,3223.48,7462.0
20090420,19.24,25.14,20401.16,39002.5909,-1.0,3223.48,7462.0
20090421,18.53,24.21,20205.94,37795.899,-1.0,3223.48,7462.0
20090422,18.0,23.52,21347.88,39683.7655,-1.0,3223.48,7462.0
20090423,18.71,24.44,19332.47,35527.1784,-1.0,3223.48,7462.0
20090424,18.05,23.58,13266.92,24167.9019,-1.0,3223.48,7462.0
20090427,17.35,22.67,12976.41,22806.4789,-1.0,3223.48,7462.0
20090428,17.7,23.12,14054.78,24626.3876,-1.0,3223.48,7462.0
20090429,18.05,23.58,15960.05,28636.2452,-1.0,3223.48,7462.0
20090430,17.86,23.33,13530.04,24428.8228,-1.0,3223.48,7462.0
20090504,19.65,25.67,28144.86,53619.0307,-1.0,3223.48,7462.0
20090505,19.23,25.12,27486.12,53871.6026,-1.0,3223.48,7462.0
20090506,19.03,24.86,16865.68,32039.1833,-1.0,3223.48,7462.0
20090507,19.54,25.53,28461.45,54032.8794,-1.0,3223.48,7462.0
20090508,18.76,24.51,14355.0,27138.6088,-1.0,3223.48,7462.0
20090511,17.45,22.8,12334.08,22460.5725,-1.0,3223.48,7462.0
20090512,17.75,23.19,7727.62,13639.1802,-1.0,3223.48,7462.0
20090513,17.89,23.37,8980.09,15963.9714,-1.0,3223.48,7462.0
20090514,17.89,23.37,0.0,0.0,0.0,3223.48,7462.0
20090515,17.99,23.5,9938.39,17764.429,-1.0,3223.48,7462.0
20090518,18.1,23.65,8712.37,15734.0345,-1.0,3223.48,7462.0
20090519,18.04,23.57,8067.96,14582.3937,-1.0,3223.48,7462.0
20090520,18.15,23.71,11886.61,21869.4577,-1.0,3223.48,7462.0
20090521,17.22,22.5,11500.71,20181.4854,-1.0,3223.48,7462.0
20090522,17.39,22.72,6711.93,11649.3036,-1.0,3223.48,7462.0
20090525,17.32,22.63,6679.19,11458.1376,-1.0,3223.48,7462.0
20090526,19.0,24.82,43811.71,82329.8709,-1.0,3223.48,7462.0
20090527,17.9,23.51,22655.82,41040.4722,2.0,3223.48,7462.0
20090601,17.72,23.27,13615.12,24085.7002,-1.0,3223.48,7462.0
20090602,17.51,23.0,16541.01,28924.2908,-1.0,3223.48,7462.0
20090603,17.53,23.02,9994.45,17641.8617,-1.0,3223.48,7462.0
20090604,18.54,24.35,49499.27,92650.749,-1.0,3223.48,7462.0
20090605,19.05,25.02,49885.69,94321.9286,-1.0,3223.48,7462.0
20090608,20.62,27.08,62267.16,126813.4566,-1.0,3223.48,7462.0
20090609,19.38,25.45,40484.55,79147.6623,-1.0,3223.48,7462.0
20090610,18.82,24.72,22253.98,41812.6143,-1.0,3223.48,7462.0
20090611,18.58,24.4,12263.31,22917.4787,-1.0,3223.48,7462.0
20090612,18.12,23.8,13109.9,24408.2826,-1.0,3223.48,7462.0
20090615,19.19,25.2,21283.96,39748.2915,-1.0,3223.48,7462.0
20090616,18.87,24.78,20005.44,38194.9092,-1.0,3223.48,7462.0
20090617,18.69,24.55,11529.08,21319.0437,-1.0,3223.48,7462.0
20090618,18.62,24.46,8783.94,16317.0134,-1.0,3223.48,7462.0
20090619,18.72,24.59,9916.75,18494.0262,-1.0,3223.48,7462.0
20090622,19.01,24.97,20960.34,40665.0667,-1.0,3223.48,7462.0
20090623,18.75,24.63,8310.06,15577.9429,-1.0,3223.48,7462.0
20090624,18.72,24.59,7690.53,14377.301,-1.0,3223.48,7462.0
20090625,18.94,24.88,16219.05,31122.4339,-1.0,3223.48,7462.0
20090626,18.6,24.43,10915.73,20382.2426,-1.0,3223.48,7462.0
20090629,18.31,24.05,10192.45,18690.5474,-1.0,3223.48,7462.0
20090630,18.25,23.97,10602.81,19245.2965,-1.0,3223.48,7462.0
20090701,18.26,23.98,5796.69,10560.787,-1.0,3223.48,7462.0
20090702,18.32,24.06,7893.83,14569.8142,-1.0,3223.48,7462.0
20090703,18.43,24.21,9549.19,17695.3537,-1.0,3223.48,7462.0
20090706,18.15,23.84,10292.16,18661.7021,-1.0,3223.48,7462.0
