000002,956.91,1073.07
000009,36.800000000000004,34.550000000000004
000039,247.32,289.53000000000003
000060,194.15,192.53
000061,120.47,114.3
000063,144.03,146.59
000069,193.29,224.05
000157,501.63,499.31
000402,174.28,193.49
000425,149.33,150.65
000568,989.98,1036.98
000625,34.15,33.96
000630,92.71000000000001,92.76
000651,1166.81,1215.38
000709,23.77,23.77
000729,50.25,51.02
000778,47.1,50.93
000792,163.78,167.6
000800,21.48,22.66
000858,513.91,521.63
000937,71.68,75.11
000983,87.2,91.14
600009,33.18,32.65
600010,17.63,14.33
600019,7.890000000000001,7.87
600028,10.09,9.96
600029,5.99,6.99
600030,51.25,56.370000000000005
600031,497.28000000000003,484.39
600050,5.64,5.45
600085,190.31,194.39000000000001
600100,163.47,157.86
600104,76.5,78.06
600153,70.63,76.83
600170,27.830000000000002,27.25
600177,101.4,117.2
600188,47.06,47.08
600196,146.62,147.0
600221,6.4,7.09
600256,313.63,321.2
600309,323.33,333.77
600362,30.3,30.59
600519,1237.13,1308.43
600583,101.33,110.41
600585,53.7,54.08
600600,51.660000000000004,55.92
600642,30.79,31.0
600649,65.99,68.41
600660,416.34000000000003,417.48
600690,161.01,174.61
600739,485.95,454.83
600741,277.59000000000003,288.8
600795,533.3,553.5
600839,55.01,55.28
600900,15.24,15.36
000021,70.34,68.2
000680,26.64,27.75
600183,29.39,28.94
600307,13.47,13.81
600320,41.94,43.550000000000004
600500,34.88,37.52
600812,22.67,21.740000000000002
000825,22.41,22.47
000898,7.5200000000000005,7.5200000000000005
600037,35.14,35.14
000527,381.7,391.57
000807,33.96,35.63
600005,13.49,13.44
600508,52.13,53.08
600779,163.62,173.20000000000002
600881,225.48000000000002,233.41
000528,77.04,84.94
000933,106.19,103.33
600266,34.11,39.09
600598,18.86,18.240000000000002
600694,172.66,143.63
600811,66.19,67.26
600997,35.79,36.93
000012,124.17,132.95
000758,150.3,141.32
600096,29.7,31.63
600123,123.9,125.26
600895,135.3,146.44
600832,86.05,85.06
000401,45.79,47.36
600058,101.27,99.01
000839,58.49,59.08
000878,47.78,45.85
000960,62.83,60.800000000000004
600108,52.1,51.910000000000004
600348,113.85000000000001,113.55
000024,101.66,119.61
000538,694.64,678.74
002024,507.69,567.37
000059,10.69,11.06
600125,99.05,112.08
000768,61.83,60.370000000000005
600383,63.72,74.45
600418,27.32,27.89
600331,57.69,60.480000000000004
000422,184.42000000000002,182.24
000969,84.93,87.58
600550,59.56,61.85
600271,143.4,133.22
600415,131.31,138.86
600549,316.95,303.86
600875,46.050000000000004,46.42
600456,42.43,47.230000000000004
600132,99.62,98.05
000562,71.82000000000001,80.3
600143,89.38,89.38
600655,1221.15,1235.21
600809,156.95000000000002,146.65
601006,7.21,7.44
600048,108.26,125.99000000000001
600066,266.6,258.41
600068,29.12,31.17
600118,143.70000000000002,151.14000000000001
600150,68.45,72.97
600489,161.5,148.22
600547,379.5,351.43
601111,5.48,6.5200000000000005
600432,61.35,62.980000000000004
601001,20.78,21.7
600316,52.07,51.160000000000004
600497,128.99,125.04
601628,18.84,21.73
601318,43.19,47.26
601600,6.04,6.16
000876,117.60000000000001,122.42
600208,19.61,22.59
600837,170.33,194.79
601333,3.0700000000000003,3.14
601699,80.34,83.16
600528,28.52,27.46
600219,15.09,14.870000000000001
601666,21.79,22.25
601088,24.69,24.490000000000002
601857,10.07,9.99
000338,75.57000000000001,77.95
000423,320.27,339.16
000895,313.23,308.86
600089,191.82,187.91
600109,45.910000000000004,52.410000000000004
600111,473.65000000000003,495.85
601808,17.68,18.6
600595,42.51,43.78
601919,4.4,4.63
002128,30.64,30.46
000718,29.78,34.75
601168,8.6,8.6
000686,89.45,97.4
000728,14.31,15.57
000783,19.580000000000002,21.43
002202,28.73,29.73
600804,48.19,47.88
601390,2.66,2.68
601601,20.990000000000002,24.79
601866,2.43,2.54
601898,8.01,8.1
002155,37.37,38.62
600376,42.29,53.04
601918,13.3,13.82
000100,5.0200000000000005,5.04
000623,243.57,253.91
600588,249.06,228.05
600674,55.75,53.28
601186,4.86,4.91
601899,6.19,5.97
601958,15.93,15.56
000968,27.01,26.16
600664,37.660000000000004,38.45
002001,182.13,180.01
000999,42.45,39.67
600352,45.13,44.15
600518,333.72,324.90000000000003
600718,135.07,133.93
601766,4.5600000000000005,4.5600000000000005
002122,50.93,51.09
600169,29.94,31.16
600970,68.44,70.66
600216,66.8,67.86
600395,61.76,64.35
600516,39.74,39.06
002007,319.72,316.65000000000003
600166,77.71000000000001,80.76
600369,18.400000000000002,22.68
601618,2.3000000000000003,2.33
601668,3.24,3.37
000780,45.19,45.37
600062,103.94,95.23
002304,330.18,354.94
600863,46.97,48.64
600999,13.83,15.73
601117,6.37,6.16
601607,98.0,94.10000000000001
601688,8.78,10.97
601888,29.12,30.69
601989,7.99,8.01
601179,3.65,3.63
601788,12.200000000000001,14.84
000961,20.61,23.580000000000002
601299,3.97,3.99
000776,60.21,72.64
002146,39.64,44.9
002385,41.06,44.25
002399,42.6,45.26
002415,118.63,110.86
002422,90.69,88.91
600115,4.94,5.64
600276,363.43,364.92
600406,291.63,281.01
600535,194.34,178.53
600703,119.4,114.08
600887,420.74,407.99
600893,35.42,37.59
601158,6.26,6.13
601268,5.3500000000000005,5.78
002405,20.46,18.75
002092,23.75,24.740000000000002
601101,36.800000000000004,38.78
601106,3.0500000000000003,3.11
601369,13.540000000000001,13.620000000000001
600546,83.62,86.27
002500,8.38,8.38
601018,2.59,2.62
601098,10.77,10.540000000000001
601118,6.47,6.61
601377,9.540000000000001,10.57
601933,23.62,22.09
002493,29.28,26.71
601718,3.13,3.13
000559,81.2,76.3
002073,78.16,75.42
601558,25.41,26.87
002069,136.14000000000001,141.92000000000002
600859,74.56,77.49
600971,85.15,88.17
601717,23.98,24.39
002106,60.89,52.54
000869,227.25,247.96
600267,107.57000000000001,104.99000000000001
002310,374.77,342.43
000581,67.47,66.79
000629,31.78,29.61
002038,276.5,252.65
002594,15.200000000000001,16.86
600252,138.86,136.89000000000001
600372,45.77,40.2
600783,78.03,77.10000000000001
600873,29.78,32.05
601258,14.36,14.64
601992,6.12,6.16
601991,10.09,10.9
600770,151.49,140.86
601216,12.89,13.92
601233,18.09,15.94
002378,28.72,30.82
002299,26.21,27.240000000000002
002431,78.14,80.59
600160,59.76,59.83
601099,6.42,6.86
600259,61.95,70.22
002603,35.65,35.28
600498,39.35,39.87
002344,48.78,53.19
000725,8.13,8.46
002081,300.16,294.66
002241,246.48000000000002,216.89000000000001
002353,195.16,191.22
600011,23.7,24.73
600315,160.93,143.03
600827,69.89,71.46000000000001
601336,27.19,33.99
601555,7.67,8.85
601633,15.48,16.05
601669,3.41,4.09
601901,4.3,4.88
601928,9.120000000000001,9.09
601566,26.42,25.96
600022,9.36,9.78
000046,110.37,119.83
000703,66.05,62.050000000000004
002570,22.830000000000002,22.05
